trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
566,False,"{'a': 0.00299815767, 'e': 0.18324023248472396}",30,4,18.802504482560064,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
567,False,"{'a': 0.00299815767, 'e': 0.18269167212239124}",25,0,-17.9123722451451,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
568,False,"{'a': 0.00299815767, 'e': 0.18214475396748775}",25,6,28.189561650945404,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.00299815767, 'e': 0.1815994731037902}",25,0,14.86164533239059,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
570,False,"{'a': 0.00299815767, 'e': 0.18105582462979283}",25,0,-28.174227052429345,"{0: 20, 1: 3, 2: 0, 3: 2, 4: 0}",0
571,False,"{'a': 0.00299815767, 'e': 0.18051380365866332}",25,3,22.041099259183355,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
572,False,"{'a': 0.00299815767, 'e': 0.17997340531819894}",20,14,9.926899985582441,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.00299815767, 'e': 0.1794346247507827}",25,3,-22.92214915434461,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 0}",1
574,False,"{'a': 0.00299815767, 'e': 0.1788974571133397}",20,0,29.26906681001893,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
575,False,"{'a': 0.00299815767, 'e': 0.17836189757729362}",20,0,28.317512075828226,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
576,False,"{'a': 0.00299815767, 'e': 0.17782794132852328}",30,10,-16.255483614320347,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
577,False,"{'a': 0.00299815767, 'e': 0.17729558356731934}",20,0,24.214026482315838,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
578,False,"{'a': 0.00299815767, 'e': 0.17676481950834128}",20,2,17.602359907835133,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
579,False,"{'a': 0.00299815767, 'e': 0.17623564438057418}",25,5,1.067719650374124,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
580,False,"{'a': 0.00299815767, 'e': 0.1757080534272861}",20,9,20.93445240205973,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.00299815767, 'e': 0.17518204190598505}",20,0,27.741406568180878,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
582,False,"{'a': 0.00299815767, 'e': 0.17465760508837652}",20,0,-6.497934254650484,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
583,False,"{'a': 0.00299815767, 'e': 0.174134738260321}",30,0,24.12564212672808,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
584,False,"{'a': 0.00299815767, 'e': 0.1736134367217915}",20,8,7.835301697080038,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
585,False,"{'a': 0.00299815767, 'e': 0.1730936957868313}",20,1,23.183714307445786,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.00299815767, 'e': 0.17257551078351197}",20,11,-4.258467496820881,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
587,False,"{'a': 0.00299815767, 'e': 0.1720588770538912}",30,23,12.66044897269559,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.00299815767, 'e': 0.1715437899539711}",25,6,31.883940781986134,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.00299815767, 'e': 0.17103024485365628}",20,0,21.679709517741877,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
590,False,"{'a': 0.00299815767, 'e': 0.17051823713671238}",25,15,20.058916667482478,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.00299815767, 'e': 0.17000776220072444}",20,16,7.182716657451795,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.00299815767, 'e': 0.16949881545705572}",20,7,21.329749369857254,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.00299815767, 'e': 0.16899139233080618}",25,0,-54.640429389752654,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 2}",0
594,False,"{'a': 0.00299815767, 'e': 0.16848548826077164}",25,1,24.678453923956,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
595,False,"{'a': 0.00299815767, 'e': 0.1679810986994026}",20,0,7.705535246301715,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
596,False,"{'a': 0.00299815767, 'e': 0.16747821911276337}",20,0,-27.157999004150206,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
597,False,"{'a': 0.00299815767, 'e': 0.16697684498049145}",30,8,36.72490096299158,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.00299815767, 'e': 0.16647697179575674}",25,10,17.254520304903163,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
599,False,"{'a': 0.00299815767, 'e': 0.16597859506522109}",25,0,21.333872691604277,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
600,False,"{'a': 0.00299815767, 'e': 0.1654817103089979}",20,10,18.49321471804183,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.00299815767, 'e': 0.1649863130606119}",30,0,-43.99549075278559,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 2}",0
602,False,"{'a': 0.00299815767, 'e': 0.16449239886695896}",20,0,27.209214437394476,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
603,False,"{'a': 0.00299815767, 'e': 0.16399996328826608}",30,9,-15.996101485712517,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
604,False,"{'a': 0.00299815767, 'e': 0.16350900189805137}",20,4,-1.0736319631747357,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
605,False,"{'a': 0.00299815767, 'e': 0.16301951028308448}",25,0,-14.461120426509083,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
606,False,"{'a': 0.00299815767, 'e': 0.16253148404334675}",30,6,-63.646334590552854,"{0: 20, 1: 0, 2: 1, 3: 2, 4: 1}",1
607,False,"{'a': 0.00299815767, 'e': 0.16204491879199168}",20,0,-13.388140656247634,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",0
608,False,"{'a': 0.00299815767, 'e': 0.16155981015530554}",25,0,35.14058684458437,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.00299815767, 'e': 0.16107615377266815}",25,0,32.88113101843233,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
610,False,"{'a': 0.00299815767, 'e': 0.16059394529651344}",20,0,-23.86963802796161,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
611,False,"{'a': 0.00299815767, 'e': 0.16011318039229055}",35,8,-15.876072646726865,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 1}",1
612,False,"{'a': 0.00299815767, 'e': 0.1596338547384249}",30,15,-20.822744796042592,"{0: 13, 1: 0, 2: 0, 3: 2, 4: 0}",1
613,False,"{'a': 0.00299815767, 'e': 0.15915596402627913}",30,6,37.689802753284276,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.00299815767, 'e': 0.15867950396011463}",30,0,2.5897046821597476,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
615,False,"{'a': 0.00299815767, 'e': 0.15820447025705278}",20,0,-34.63546433623687,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
616,False,"{'a': 0.00299815767, 'e': 0.1577308586470364}",25,4,33.98184457298784,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.00299815767, 'e': 0.15725866487279153}",30,4,37.28913411886016,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.00299815767, 'e': 0.15678788468978905}",20,8,-31.218260677921933,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
619,False,"{'a': 0.00299815767, 'e': 0.15631851386620652}",25,12,22.135860689889334,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.00299815767, 'e': 0.15585054818289018}",20,15,9.960451089140017,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.00299815767, 'e': 0.15538398343331702}",25,0,-3.0884115702468273,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
622,False,"{'a': 0.00299815767, 'e': 0.154918815423557}",20,8,-40.608340201655224,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
623,False,"{'a': 0.00299815767, 'e': 0.1544550399722353}",20,15,1.686253346687427,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.00299815767, 'e': 0.15399265291049466}",20,10,11.996721300542463,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.00299815767, 'e': 0.15353165008195807}",30,18,25.603378292961395,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.00299815767, 'e': 0.15307202734269137}",20,0,14.57775591057771,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
627,False,"{'a': 0.00299815767, 'e': 0.15261378056116587}",20,6,11.383108548881397,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
628,False,"{'a': 0.00299815767, 'e': 0.15215690561822134}",20,0,31.776892493016483,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.00299815767, 'e': 0.15170139840702898}",30,20,7.986838041878226,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
630,False,"{'a': 0.00299815767, 'e': 0.15124725483305443}",20,0,8.575325693873143,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
631,False,"{'a': 0.00299815767, 'e': 0.15079447081402103}",20,3,1.8770674589748668,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
632,False,"{'a': 0.00299815767, 'e': 0.15034304227987308}",35,9,32.23421743937514,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
633,False,"{'a': 0.00299815767, 'e': 0.14989296517273928}",35,13,41.39876172127318,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.00299815767, 'e': 0.14944423544689625}",25,16,16.643783364937676,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.00299815767, 'e': 0.14899684906873217}",25,3,-1.4808078593165246,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
636,False,"{'a': 0.00299815767, 'e': 0.1485508020167105}",20,12,15.653017200867621,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.00299815767, 'e': 0.14810609028133384}",20,0,-24.9665166030337,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
638,False,"{'a': 0.00299815767, 'e': 0.14766270986510793}",20,5,30.404576224973,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.00299815767, 'e': 0.14722065678250562}",35,24,18.90072969418782,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.00299815767, 'e': 0.14677992705993118}",25,0,-16.575675033757182,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
641,False,"{'a': 0.00299815767, 'e': 0.1463405167356844}",20,6,24.151503328552717,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.00299815767, 'e': 0.1459024218599252}",25,10,26.83216017035639,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.00299815767, 'e': 0.14546563849463792}",30,0,18.859719978182092,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
644,False,"{'a': 0.00299815767, 'e': 0.14503016271359606}",25,2,-5.874796019476869,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 0}",1
645,False,"{'a': 0.00299815767, 'e': 0.1445959906023269}",20,0,-3.8387679370045253,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
646,False,"{'a': 0.00299815767, 'e': 0.1441631182580764}",25,13,19.56580852096515,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.00299815767, 'e': 0.14373154178977401}",20,4,21.742795403044287,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.00299815767, 'e': 0.1433012573179978}",20,10,19.25732504619612,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.00299815767, 'e': 0.14287226097493955}",20,2,22.433226268739467,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.00299815767, 'e': 0.1424445489043699}",20,0,18.41961894138128,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
651,False,"{'a': 0.00299815767, 'e': 0.1420181172616038}",25,7,31.86033138266412,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.00299815767, 'e': 0.14159296221346593}",25,14,-19.963258642206785,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
653,False,"{'a': 0.00299815767, 'e': 0.14116907993825623}",20,7,27.55105288564878,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.00299815767, 'e': 0.14074646662571547}",20,16,7.7808533060297815,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.00299815767, 'e': 0.14032511847699117}",25,0,29.099520517562603,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
656,False,"{'a': 0.00299815767, 'e': 0.13990503170460322}",25,11,18.16092449456645,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.00299815767, 'e': 0.13948620253241015}",25,11,29.754962619404882,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.00299815767, 'e': 0.1390686271955748}",20,8,22.090728608556987,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.00299815767, 'e': 0.13865230194053085}",25,15,-4.299328133303773,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
660,False,"{'a': 0.00299815767, 'e': 0.13823722302494879}",25,0,36.803645246911934,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
661,False,"{'a': 0.00299815767, 'e': 0.13782338671770247}",25,11,11.766571552751872,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
662,False,"{'a': 0.00299815767, 'e': 0.1374107892988355}",20,0,-1.3681600131708276,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
663,False,"{'a': 0.00299815767, 'e': 0.13699942705952772}",25,0,39.61245863372751,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
664,False,"{'a': 0.00299815767, 'e': 0.136589296302062}",20,4,20.296980328370637,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.00299815767, 'e': 0.136180393339791}",30,8,2.0971890401549187,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
666,False,"{'a': 0.00299815767, 'e': 0.13577271449710393}",20,14,-30.33752709724863,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
667,False,"{'a': 0.00299815767, 'e': 0.13536625610939348}",20,0,-8.996080278777539,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
668,False,"{'a': 0.00299815767, 'e': 0.13496101452302306}",20,3,11.481112031918785,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
669,False,"{'a': 0.00299815767, 'e': 0.13455698609529385}",25,1,36.06315438278559,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.00299815767, 'e': 0.134154167194412}",25,6,25.544428767432645,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.00299815767, 'e': 0.13375255419945606}",30,22,-1.7744032057455175,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
672,False,"{'a': 0.00299815767, 'e': 0.13335214350034447}",30,0,47.476329087760135,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
673,False,"{'a': 0.00299815767, 'e': 0.132952931497803}",25,0,27.319922297120943,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
674,False,"{'a': 0.00299815767, 'e': 0.13255491460333244}",20,1,-25.549003239041916,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
675,False,"{'a': 0.00299815767, 'e': 0.1321580892391764}",20,0,-19.769435738436478,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
676,False,"{'a': 0.00299815767, 'e': 0.1317624518382891}",20,8,16.108976663937465,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.00299815767, 'e': 0.13136799884430328}",25,14,6.7061221452484086,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
678,False,"{'a': 0.00299815767, 'e': 0.13097472671149826}",30,10,35.12653917012707,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.00299815767, 'e': 0.1305826319047681}",20,0,-7.872539358546246,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
680,False,"{'a': 0.00299815767, 'e': 0.13019171089958975}",25,15,17.670210218985282,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.00299815767, 'e': 0.1298019601819915}",25,8,24.68626637390515,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.00299815767, 'e': 0.12941337624852117}",20,13,13.739975820231273,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.00299815767, 'e': 0.12902595560621488}",20,11,18.570379167049417,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.00299815767, 'e': 0.1286396947725654}",25,1,18.774247654610132,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
685,False,"{'a': 0.00299815767, 'e': 0.1282545902754911}",30,20,18.489332032667036,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.00299815767, 'e': 0.12787063865330453}",20,13,14.627282415233747,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.00299815767, 'e': 0.12748783645468134}",30,7,40.04314093738077,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.00299815767, 'e': 0.12710618023862943}",30,14,29.026323207688318,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.00299815767, 'e': 0.12672566657445777}",25,3,-6.3935142593489855,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
690,False,"{'a': 0.00299815767, 'e': 0.12634629204174572}",35,24,20.556192298308797,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.00299815767, 'e': 0.12596805323031224}",35,15,21.06611547409731,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
692,False,"{'a': 0.00299815767, 'e': 0.12559094674018526}",20,0,14.36716603909344,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
693,False,"{'a': 0.00299815767, 'e': 0.12521496918157107}",20,0,31.334946283707257,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
694,False,"{'a': 0.00299815767, 'e': 0.12484011717482386}",20,4,23.767025614667965,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.00299815767, 'e': 0.1244663873504154}",20,13,9.722997118288927,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.00299815767, 'e': 0.1240937763489047}",20,9,19.813082753572377,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.00299815767, 'e': 0.12372228082090779}",25,14,27.707553120292463,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.00299815767, 'e': 0.12335189742706765}",20,0,7.338026299913577,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
699,False,"{'a': 0.00299815767, 'e': 0.12298262283802422}",30,13,21.893316073714413,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
700,False,"{'a': 0.00299815767, 'e': 0.12261445373438438}",20,0,28.90983041803005,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.00299815767, 'e': 0.12224738680669225}",30,0,12.787367839482098,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",0
702,False,"{'a': 0.00299815767, 'e': 0.12188141875539928}",25,0,38.23739691608761,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
703,False,"{'a': 0.00299815767, 'e': 0.12151654629083469}",25,0,32.598953444839054,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
704,False,"{'a': 0.00299815767, 'e': 0.12115276613317594}",20,7,-17.33692675259979,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
705,False,"{'a': 0.00299815767, 'e': 0.1207900750124191}",25,2,34.14528557859754,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.00299815767, 'e': 0.12042846966834964}",25,17,12.582071218480051,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.00299815767, 'e': 0.12006794685051295}",20,0,34.93975681843313,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
708,False,"{'a': 0.00299815767, 'e': 0.11970850331818522}",20,0,15.455584012357114,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
709,False,"{'a': 0.00299815767, 'e': 0.11935013584034432}",30,15,-16.216211073457533,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
710,False,"{'a': 0.00299815767, 'e': 0.1189928411956407}",30,21,16.187739203687233,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.00299815767, 'e': 0.11863661617236847}",30,12,26.343363922084517,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.00299815767, 'e': 0.11828145756843651}",30,0,-12.339855809841897,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 1}",0
713,False,"{'a': 0.00299815767, 'e': 0.11792736219133972}",25,11,13.557616633200038,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
714,False,"{'a': 0.00299815767, 'e': 0.11757432685813025}",25,5,36.00335147999125,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.00299815767, 'e': 0.11722234839538902}",25,11,16.040689856395442,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
716,False,"{'a': 0.00299815767, 'e': 0.11687142363919702}",25,8,15.07367588035119,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
717,False,"{'a': 0.00299815767, 'e': 0.11652154943510702}",25,0,-17.050304851007876,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
718,False,"{'a': 0.00299815767, 'e': 0.11617272263811516}",20,15,10.456948366361955,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.00299815767, 'e': 0.11582494011263263}",35,19,30.82316143130253,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.00299815767, 'e': 0.11547819873245758}",25,13,21.92139856496888,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.00299815767, 'e': 0.11513249538074694}",35,22,9.625658153862425,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
722,False,"{'a': 0.00299815767, 'e': 0.11478782694998844}",20,15,7.761886310829846,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.00299815767, 'e': 0.11444419034197267}",25,15,13.723634058847317,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.00299815767, 'e': 0.11410158246776525}",20,3,31.062934493186575,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.00299815767, 'e': 0.11376000024767899}",30,8,26.313901854813423,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.00299815767, 'e': 0.11341944061124631}",20,4,12.97040169305223,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
727,False,"{'a': 0.00299815767, 'e': 0.11307990049719158}",20,0,-26.336679327437622,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
728,False,"{'a': 0.00299815767, 'e': 0.11274137685340359}",25,8,-10.392817477585359,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
729,False,"{'a': 0.00299815767, 'e': 0.11240386663690816}",30,21,15.96990475503921,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.00299815767, 'e': 0.11206736681384076}",20,16,4.391534155554954,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.00299815767, 'e': 0.11173187435941921}",20,3,31.368237902598786,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.00299815767, 'e': 0.11139738625791658}",20,0,19.664460589222248,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
733,False,"{'a': 0.00299815767, 'e': 0.11106389950263398}",20,13,13.601107945583621,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.00299815767, 'e': 0.11073141109587359}",25,3,-11.85695139608452,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
735,False,"{'a': 0.00299815767, 'e': 0.11039991804891171}",25,0,29.554841493845533,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
736,False,"{'a': 0.00299815767, 'e': 0.11006941738197186}",20,11,17.060412047692925,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.00299815767, 'e': 0.10973990612419807}",30,4,42.19531602451703,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.00299815767, 'e': 0.10941138131362806}",25,6,30.951775671697565,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.00299815767, 'e': 0.10908383999716673}",20,0,19.22403003795234,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
740,False,"{'a': 0.00299815767, 'e': 0.10875727923055954}",25,0,34.002555068653166,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
741,False,"{'a': 0.00299815767, 'e': 0.1084316960783661}",25,2,36.62947304373854,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.00299815767, 'e': 0.10810708761393371}",20,0,32.06151575175799,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
743,False,"{'a': 0.00299815767, 'e': 0.10778345091937114}",25,6,25.855159526320048,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
