trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1168,False,"{'a': 0.00299815767, 'e': 0.030141625410351498}",35,2,43.07980830858547,"{0: 32, 1: 0, 2: 1, 3: 0, 4: 0}",1
1169,False,"{'a': 0.00299815767, 'e': 0.03005139140042806}",20,2,26.6337619035262,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1170,False,"{'a': 0.00299815767, 'e': 0.0299614275211441}",25,14,16.28410307619768,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1171,False,"{'a': 0.00299815767, 'e': 0.029871732963818242}",20,3,4.263055797378104,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1172,False,"{'a': 0.00299815767, 'e': 0.02978230692219005}",25,8,30.356069488215454,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1173,False,"{'a': 0.00299815767, 'e': 0.02969314859241276}",25,0,34.57559097718338,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1174,False,"{'a': 0.00299815767, 'e': 0.029604257173046048}",20,8,21.363017511348744,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1175,False,"{'a': 0.00299815767, 'e': 0.02951563186504885}",30,0,47.491583377170265,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1176,False,"{'a': 0.00299815767, 'e': 0.029427271871772156}",25,5,27.192816408452845,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1177,False,"{'a': 0.00299815767, 'e': 0.02933917639895186}",20,13,15.507459169554568,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1178,False,"{'a': 0.00299815767, 'e': 0.02925134465470162}",25,18,9.368633607085455,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1179,False,"{'a': 0.00299815767, 'e': 0.029163775849505743}",25,2,42.37328444564672,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1180,False,"{'a': 0.00299815767, 'e': 0.029076469196212075}",25,3,37.76599090044874,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1181,False,"{'a': 0.00299815767, 'e': 0.028989423910024938}",35,6,49.54563504607556,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
1182,False,"{'a': 0.00299815767, 'e': 0.028902639208498074}",25,10,24.078307084558592,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1183,False,"{'a': 0.00299815767, 'e': 0.028816114311527606}",20,13,10.788300015180015,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1184,False,"{'a': 0.00299815767, 'e': 0.02872984844134503}",20,3,29.313951864388574,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1185,False,"{'a': 0.00299815767, 'e': 0.028643840822510216}",20,13,13.589743618140316,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1186,False,"{'a': 0.00299815767, 'e': 0.02855809068190446}",20,0,30.600746752811858,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1187,False,"{'a': 0.00299815767, 'e': 0.028472597248723502}",20,0,32.078365510431034,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1188,False,"{'a': 0.00299815767, 'e': 0.028387359754470622}",30,16,21.15328413915671,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1189,False,"{'a': 0.00299815767, 'e': 0.02830237743294972}",25,1,34.6598268523768,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1190,False,"{'a': 0.00299815767, 'e': 0.028217649520258438}",25,5,35.935271828098294,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1191,False,"{'a': 0.00299815767, 'e': 0.02813317525478128}",20,10,16.550186331805506,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1192,False,"{'a': 0.00299815767, 'e': 0.02804895387718278}",25,11,26.87102758980459,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1193,False,"{'a': 0.00299815767, 'e': 0.02796498463040067}",20,10,19.759520172297833,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1194,False,"{'a': 0.00299815767, 'e': 0.027881266759639072}",30,0,43.71100954003742,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1195,False,"{'a': 0.00299815767, 'e': 0.027797799512361727}",25,0,39.8696027889016,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1196,False,"{'a': 0.00299815767, 'e': 0.02771458213828519}",30,0,32.17780028220715,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
1197,False,"{'a': 0.00299815767, 'e': 0.02763161388937214}",25,10,17.837288752425103,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1198,False,"{'a': 0.00299815767, 'e': 0.027548894019824632}",30,0,44.39675405274312,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1199,False,"{'a': 0.00299815767, 'e': 0.02746642178607738}",30,20,15.794874940152926,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1200,False,"{'a': 0.00299815767, 'e': 0.027384196446791097}",25,11,24.11312847581924,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1201,False,"{'a': 0.00299815767, 'e': 0.027302217262845815}",25,9,22.980194917938135,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1202,False,"{'a': 0.00299815767, 'e': 0.027220483497334236}",20,0,32.300621977943074,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1203,False,"{'a': 0.00299815767, 'e': 0.027138994415555135}",30,20,19.99105866881505,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1204,False,"{'a': 0.00299815767, 'e': 0.027057749285006726}",25,11,23.868338589504134,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1205,False,"{'a': 0.00299815767, 'e': 0.02697674737538009}",20,6,23.40836188865247,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1206,False,"{'a': 0.00299815767, 'e': 0.02689598795855262}",20,0,26.26286930775069,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1207,False,"{'a': 0.00299815767, 'e': 0.026815470308581453}",30,6,44.12539794301878,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1208,False,"{'a': 0.00299815767, 'e': 0.02673519370169697}",25,18,13.37628177748062,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1209,False,"{'a': 0.00299815767, 'e': 0.026655157416296267}",20,14,11.979489127694443,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1210,False,"{'a': 0.00299815767, 'e': 0.02657536073293669}",25,3,27.456953904764735,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1211,False,"{'a': 0.00299815767, 'e': 0.026495802934329345}",20,16,7.8559110756102815,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1212,False,"{'a': 0.00299815767, 'e': 0.026416483305332677}",20,3,28.222263733044922,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1213,False,"{'a': 0.00299815767, 'e': 0.02633740113294601}",20,11,17.298315245769345,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1214,False,"{'a': 0.00299815767, 'e': 0.026258555706303175}",20,8,14.57037788743147,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1215,False,"{'a': 0.00299815767, 'e': 0.02617994631666608}",20,6,24.06144541573342,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1216,False,"{'a': 0.00299815767, 'e': 0.02610157225741837}",30,2,39.93816085792704,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
1217,False,"{'a': 0.00299815767, 'e': 0.02602343282405907}",20,0,28.096842986087196,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1218,False,"{'a': 0.00299815767, 'e': 0.025945527314196234}",25,15,14.9288255350159,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1219,False,"{'a': 0.00299815767, 'e': 0.025867855027540656}",25,0,25.37050980031853,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1220,False,"{'a': 0.00299815767, 'e': 0.02579041526589955}",30,3,43.629383667728334,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
1221,False,"{'a': 0.00299815767, 'e': 0.025713207333170295}",25,9,25.899767216920146,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1222,False,"{'a': 0.00299815767, 'e': 0.02563623053533418}",20,0,28.208453543706508,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1223,False,"{'a': 0.00299815767, 'e': 0.02555948418045013}",20,12,15.215342179142365,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1224,False,"{'a': 0.00299815767, 'e': 0.025482967578648538}",20,14,9.334727350823249,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1225,False,"{'a': 0.00299815767, 'e': 0.02540668004212502}",20,8,26.830361101721568,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1226,False,"{'a': 0.00299815767, 'e': 0.025330620885134256}",25,3,24.63232755028813,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1227,False,"{'a': 0.00299815767, 'e': 0.025254789423983823}",35,27,15.34458420699566,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1228,False,"{'a': 0.00299815767, 'e': 0.02517918497702804}",25,9,27.504258206786098,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1229,False,"{'a': 0.00299815767, 'e': 0.025103806864661845}",30,20,17.67668312282184,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1230,False,"{'a': 0.00299815767, 'e': 0.025028654409314694}",20,0,36.022169411071324,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1231,False,"{'a': 0.00299815767, 'e': 0.024953726935444464}",20,16,7.716979516994796,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1232,False,"{'a': 0.00299815767, 'e': 0.02487902376953138}",20,7,25.075318482891216,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1233,False,"{'a': 0.00299815767, 'e': 0.02480454424007195}",30,19,16.984060092383015,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1234,False,"{'a': 0.00299815767, 'e': 0.02473028767757296}",30,0,50.33706395684496,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1235,False,"{'a': 0.00299815767, 'e': 0.02465625341454542}",25,0,28.9307787806993,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1236,False,"{'a': 0.00299815767, 'e': 0.024582440785498587}",20,10,17.630181184636946,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1237,False,"{'a': 0.00299815767, 'e': 0.024508849126933976}",25,11,21.7385457650777,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1238,False,"{'a': 0.00299815767, 'e': 0.024435477777339395}",25,2,38.16007967334338,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1239,False,"{'a': 0.00299815767, 'e': 0.024362326077183003}",20,5,22.84901409704886,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1240,False,"{'a': 0.00299815767, 'e': 0.024289393368907373}",30,20,17.127213880491663,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1241,False,"{'a': 0.00299815767, 'e': 0.024216678996923584}",20,6,26.334655757991886,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1242,False,"{'a': 0.00299815767, 'e': 0.024144182307605344}",20,8,21.79794220125837,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1243,False,"{'a': 0.00299815767, 'e': 0.024071902649283085}",25,5,33.57123928179806,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1244,False,"{'a': 0.00299815767, 'e': 0.02399983937223813}",25,2,33.33325274673439,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1245,False,"{'a': 0.00299815767, 'e': 0.023927991828696843}",25,13,10.584485602185962,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1246,False,"{'a': 0.00299815767, 'e': 0.023856359372824803}",20,3,18.289539463646655,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1247,False,"{'a': 0.00299815767, 'e': 0.02378494136072101}",30,7,34.80753549335876,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1248,False,"{'a': 0.00299815767, 'e': 0.023713737150412077}",20,6,15.630193972599724,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1249,False,"{'a': 0.00299815767, 'e': 0.02364274610184649}",20,0,25.05845803504242,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1250,False,"{'a': 0.00299815767, 'e': 0.02357196757688882}",20,0,27.57816334826505,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1251,False,"{'a': 0.00299815767, 'e': 0.02350140093931401}",30,0,45.731641129874866,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1252,False,"{'a': 0.00299815767, 'e': 0.023431045554801654}",20,0,32.84727284321919,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1253,False,"{'a': 0.00299815767, 'e': 0.02336090079093028}",30,1,49.58876955030755,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
1254,False,"{'a': 0.00299815767, 'e': 0.023290966017171687}",20,8,25.904939367455572,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1255,False,"{'a': 0.00299815767, 'e': 0.023221240604885257}",20,8,6.916480893138801,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1256,False,"{'a': 0.00299815767, 'e': 0.023151723927312316}",20,13,14.914998754936999,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1257,False,"{'a': 0.00299815767, 'e': 0.023082415359570504}",20,0,34.89019145447287,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1258,False,"{'a': 0.00299815767, 'e': 0.023013314278648136}",25,14,22.979158895753077,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1259,False,"{'a': 0.00299815767, 'e': 0.02294442006339863}",30,12,36.610432198837835,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1260,False,"{'a': 0.00299815767, 'e': 0.02287573209453491}",20,11,4.021979272973999,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1261,False,"{'a': 0.00299815767, 'e': 0.02280724975462383}",20,0,27.63829917344848,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1262,False,"{'a': 0.00299815767, 'e': 0.02273897242808064}",30,6,46.38853907225324,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1263,False,"{'a': 0.00299815767, 'e': 0.022670899501163452}",30,3,22.059918530438996,"{0: 26, 1: 0, 2: 0, 3: 1, 4: 0}",1
1264,False,"{'a': 0.00299815767, 'e': 0.022603030361967705}",20,4,7.705749691945334,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
1265,False,"{'a': 0.00299815767, 'e': 0.022535364400420685}",30,7,29.28132884620696,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1266,False,"{'a': 0.00299815767, 'e': 0.02246790100827603}",20,2,28.477585850748273,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.00299815767, 'e': 0.022400639579108268}",30,12,30.645815910903423,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1268,False,"{'a': 0.00299815767, 'e': 0.02233357950830736}",20,13,11.185910586631957,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1269,False,"{'a': 0.00299815767, 'e': 0.022266720193073273}",20,3,29.61168501055543,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1270,False,"{'a': 0.00299815767, 'e': 0.022200061032410554}",35,0,48.4045735930789,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
1271,False,"{'a': 0.00299815767, 'e': 0.022133601427122927}",25,18,11.460854806196501,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1272,False,"{'a': 0.00299815767, 'e': 0.02206734077980792}",25,12,23.41079833844453,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1273,False,"{'a': 0.00299815767, 'e': 0.022001278494851475}",20,11,17.66609885303715,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1274,False,"{'a': 0.00299815767, 'e': 0.02193541397842261}",20,9,16.172053105508187,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1275,False,"{'a': 0.00299815767, 'e': 0.021869746638468083}",20,8,23.514504578299075,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1276,False,"{'a': 0.00299815767, 'e': 0.021804275884707045}",30,4,46.40010027479686,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1277,False,"{'a': 0.00299815767, 'e': 0.021739001128625764}",30,7,42.968691197042,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1278,False,"{'a': 0.00299815767, 'e': 0.02167392178347232}",20,15,9.74099006458537,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1279,False,"{'a': 0.00299815767, 'e': 0.02160903726425134}",20,1,28.98045874092245,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1280,False,"{'a': 0.00299815767, 'e': 0.021544346987718715}",25,8,31.335823198180936,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1281,False,"{'a': 0.00299815767, 'e': 0.021479850372376395}",25,0,40.60503913319517,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1282,False,"{'a': 0.00299815767, 'e': 0.02141554683846713}",25,17,13.041940630641413,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1283,False,"{'a': 0.00299815767, 'e': 0.02135143580796927}",30,0,46.29035099427702,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
1284,False,"{'a': 0.00299815767, 'e': 0.02128751670459158}",20,0,35.547335396629855,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1285,False,"{'a': 0.00299815767, 'e': 0.021223788953768037}",30,11,32.64031277956348,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1286,False,"{'a': 0.00299815767, 'e': 0.021160251982652686}",20,13,15.253808104715613,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1287,False,"{'a': 0.00299815767, 'e': 0.02109690522011448}",20,13,10.947904154023298,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1288,False,"{'a': 0.00299815767, 'e': 0.021033748096732148}",20,0,30.958739170835102,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1289,False,"{'a': 0.00299815767, 'e': 0.020970780044789077}",20,3,32.41928232084997,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1290,False,"{'a': 0.00299815767, 'e': 0.02090800049826821}",20,9,18.32191999862441,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1291,False,"{'a': 0.00299815767, 'e': 0.020845408892846955}",25,0,39.85682249442219,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
1292,False,"{'a': 0.00299815767, 'e': 0.02078300466589212}",35,18,32.79910004665534,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1293,False,"{'a': 0.00299815767, 'e': 0.02072078725645484}",20,6,23.29845841307506,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1294,False,"{'a': 0.00299815767, 'e': 0.020658756105265554}",30,19,20.139318610271452,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1295,False,"{'a': 0.00299815767, 'e': 0.02059691065472896}",20,14,9.478189839229936,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1296,False,"{'a': 0.00299815767, 'e': 0.02053525034891902}",20,9,19.679498524255013,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1297,False,"{'a': 0.00299815767, 'e': 0.020473774633573947}",20,0,30.97190835411208,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1298,False,"{'a': 0.00299815767, 'e': 0.020412482956091233}",20,14,12.272476829198165,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1299,False,"{'a': 0.00299815767, 'e': 0.02035137476552267}",25,11,21.98906498618199,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1300,False,"{'a': 0.00299815767, 'e': 0.020290449512569423}",20,0,31.312645197582267,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1301,False,"{'a': 0.00299815767, 'e': 0.020229706649577055}",35,14,32.381535459867465,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1302,False,"{'a': 0.00299815767, 'e': 0.020169145630530644}",30,20,18.205345370245656,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1303,False,"{'a': 0.00299815767, 'e': 0.020108765911049837}",30,16,-19.479681979858384,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1304,False,"{'a': 0.00299815767, 'e': 0.02004856694838399}",20,3,28.852642065673265,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1305,False,"{'a': 0.00299815767, 'e': 0.019988548201407264}",25,18,13.466818441773539,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1306,False,"{'a': 0.00299815767, 'e': 0.019928709130613773}",30,0,42.56656563974428,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1307,False,"{'a': 0.00299815767, 'e': 0.019869049198112738}",20,12,14.924863787800948,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1308,False,"{'a': 0.00299815767, 'e': 0.01980956786762364}",20,0,28.750198516078836,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1309,False,"{'a': 0.00299815767, 'e': 0.019750264604471404}",20,7,9.650817403588263,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1310,False,"{'a': 0.00299815767, 'e': 0.019691138875581604}",25,3,35.01570131524944,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1311,False,"{'a': 0.00299815767, 'e': 0.01963219014947565}",20,10,17.983952559949035,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1312,False,"{'a': 0.00299815767, 'e': 0.019573417896266036}",25,12,26.24213329738119,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1313,False,"{'a': 0.00299815767, 'e': 0.01951482158765155}",20,8,20.15999108433255,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1314,False,"{'a': 0.00299815767, 'e': 0.01945640069691254}",20,0,27.672950243095528,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1315,False,"{'a': 0.00299815767, 'e': 0.019398154698906187}",20,7,23.601928918420285,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1316,False,"{'a': 0.00299815767, 'e': 0.01934008307006177}",25,5,-1.3213920006056918,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
1317,False,"{'a': 0.00299815767, 'e': 0.01928218528837596}",25,10,29.20452482970551,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1318,False,"{'a': 0.00299815767, 'e': 0.019224460833408133}",20,3,28.97005512300894,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1319,False,"{'a': 0.00299815767, 'e': 0.019166909186275703}",25,6,21.01330275821159,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1320,False,"{'a': 0.00299815767, 'e': 0.019109529829649433}",20,0,24.992677300081336,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1321,False,"{'a': 0.00299815767, 'e': 0.019052322247748804}",20,8,20.02052467369812,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1322,False,"{'a': 0.00299815767, 'e': 0.01899528592633737}",20,0,33.158504836868374,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1323,False,"{'a': 0.00299815767, 'e': 0.018938420352718137}",30,16,28.043490857186313,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1324,False,"{'a': 0.00299815767, 'e': 0.018881725015728962}",20,0,28.813724449087278,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1325,False,"{'a': 0.00299815767, 'e': 0.018825199405737944}",30,22,14.59188805357903,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1326,False,"{'a': 0.00299815767, 'e': 0.018768843014638853}",20,0,24.838049030480377,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1327,False,"{'a': 0.00299815767, 'e': 0.018712655335846564}",20,8,23.26005646224263,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1328,False,"{'a': 0.00299815767, 'e': 0.018656635864292493}",25,0,35.35730572892185,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1329,False,"{'a': 0.00299815767, 'e': 0.01860078409642007}",20,10,12.410809916737914,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1330,False,"{'a': 0.00299815767, 'e': 0.0185450995301802}",20,1,25.54657772845301,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'a': 0.00299815767, 'e': 0.01848958166502676}",20,0,32.0840195702734,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1332,False,"{'a': 0.00299815767, 'e': 0.018434230001912095}",25,13,23.372865143957164,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1333,False,"{'a': 0.00299815767, 'e': 0.01837904404328253}",20,3,24.733256600607632,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1334,False,"{'a': 0.00299815767, 'e': 0.018324023293073907}",30,12,29.067907453820716,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1335,False,"{'a': 0.00299815767, 'e': 0.018269167256707106}",35,16,38.703560243805484,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1336,False,"{'a': 0.00299815767, 'e': 0.018214475441083646}",25,19,11.939989197532471,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1337,False,"{'a': 0.00299815767, 'e': 0.01815994735458116}",20,16,8.511066276160793,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1338,False,"{'a': 0.00299815767, 'e': 0.018105582507049103}",25,16,19.800371901474406,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1339,False,"{'a': 0.00299815767, 'e': 0.018051380409804214}",30,10,38.756472322881315,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1340,False,"{'a': 0.00299815767, 'e': 0.017997340575626245}",30,15,28.315806589992828,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1341,False,"{'a': 0.00299815767, 'e': 0.017943462518753475}",20,6,19.780558480903085,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1342,False,"{'a': 0.00299815767, 'e': 0.017889745754878433}",30,18,20.881865794166497,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1343,False,"{'a': 0.00299815767, 'e': 0.01783618980114346}",30,17,17.86844958602719,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
